videoID,title
pasyRUj7UwM,"A 10,958 Solution - Numberphile"
-ruC5A9EzzE,"The 10,958 Problem - Numberphile"
4dUK1JqTSgU,Reflected Cats - Numberphile
LqKpkdRRLZw,Collatz Conjecture in Color - Numberphile
rXfKWIZQIo4,The Moving Sofa Problem - Numberphile
NgbK43jB4rQ,The Four Color Map Theorem - Numberphile
MXJ-zpJeY3E,The World's Best Mathematician (*) - Numberphile
Ku8BOBwD4hc,Stable Rollers - Numberphile
X3HDnrehyDM,Frog Jumping - Numberphile
PQDvEJFdY1U,383 is cool - Numberphile
D046q2EbHGE,Binder Clip Climber - Numberphile
Noo4lN-vSvw,The Four 4s - Numberphile
xopM9BFjcNo,Mathematics: Beauty vs Utility - Numberphile
djmec-Bweeg,Balancing a Ruler - Numberphile
xgBGibfLD-U,Incredible Formula - Numberphile
8dHMpnfFdtc,Super Bottle - Numberphile
QvvkJT8myeI,The Shortest Ever Papers - Numberphile
5kC5k5QBqcc,The Problems with Secret Santa - Numberphile
W18FDEA1jRQ,The Seven Bridges of Königsberg - Numberphile
tY69D3PSmIk,Lace Knot Trick - Numberphile
4k1jegU4Wb4,The mystery of 0.577 - Numberphile
x-DgL49CFlM,Space-Filling Curves - Numberphile
zzKGnuvX6IQ,The Most Powerful Dice - Numberphile
8UUPlImm0dM,Fair Dice (Part 2) - Numberphile
G7zT9MljJ3Y,Fair Dice (Part 1) - Numberphile
MfzNJE4CK_s,Coffee Cup Vibrations - Numberphile
eeLpkCZkWfc,The Mathematician's Office - Numberphile
QFeG9CeeH88,A Strange Change of Rotation - Numberphile
5mFpVDpKX70,UNCRACKABLE? The Collatz Conjecture - Numberphile
Sa9jLWKrX0c,Penney's Game - Numberphile
5Mf0JpTI_gg,Three Gears are Possible - Numberphile
TkGawXjsltc,Catching Kendama - Numberphile
Vp3sgYKULp0,The Fields Medal (with Cédric Villani) - Numberphile
Ra9I_-o2LHM,Borromean Ribbons - Numberphile
VTveQ1ndH1c,The Key to the Riemann Hypothesis - Numberphile
YVvfY_lFUZ8,The Last Digit of Prime Numbers - Numberphile
iObpxBfOLv4,Subtracting Paperclips - Numberphile
wGkvyN6s9cY,Perplexing Paperclips - Numberphile
aQxCnmhqZko,Magic Square Party Trick - Numberphile
aOT_bG-vWyg,The Parker Square - Numberphile
uAnCL3vhVIs,Weird But Fair Dice (plus the D120) - Numberphile
ua1K3Eo2PQc,The Heart of Fermat's Last Theorem - Numberphile
eAjMvpRMVDw,Crank Files - Numberphile
M8xlOm2wPAA,Are you REALLY sick? (false positives) - Numberphile
WYsP1PhoAZc,Shuffling Card Trick - Numberphile
8Nzi1h2m7pE,Calculator Unboxing #6 (Staples collection) - Numberphile
JuuYFt8bahE,Strange Spinning Tubes - Numberphile
lCjspXB5F4A,The Mathematics of Crime and Terrorism  - Numberphile
wVH4MS6v23U,Triangles have a Magic Highway - Numberphile
tlpYjrbujG0,New World's Biggest Prime Number (PRINTED FULLY ON PAPER) - Numberphile
3BR8tK-LuB0,Fantastic Quaternions - Numberphile
vgZhrEs4tuk,Shapes and Hook Numbers - Numberphile
XPIgR89jv3Q,Super-fast way to tie Shoelaces - Numberphile
h09XU8t8eUM,Secrets of 3-Board Tic-Tac-Toe - Numberphile
ktPvjr1tiKk,Tic-Tac-Toe (with Xs only) - Numberphile
CN8hK3YFqhM,Cute Paper Trick - Numberphile
mh3eMt09EAs,Unexpected Shapes (Part 2) - Numberphile
wKV0GYvR2X8,Unexpected Shapes (Part 1) - Numberphile
pKwsPBeSiOc,Powers of 2 - Numberphile
d0vY0CKYhPY,Pi and the Mandelbrot Set - Numberphile
NWBToaXK5T0,Langton's Ant - Numberphile
WYijIV5JrKg,The Opposite of Infinity - Numberphile
PFkZGpN4wmM,Numbers and Free Will - Numberphile
JnEBO3OHaiA,Möbius Knots and Roller Coasters - Numberphile
fjEB_wbemQA,The Curse of Lane 8 - Numberphile
2PF52knCy40,Six Dice One-Roll Yahtzee (in super slow motion) - Numberphile
Km024eldY1A,How many chess games are possible? - Numberphile
3WHBlPvK3Ek,A Game for the Elliptical Pool Table - Numberphile
vn-0zSuAWpI,A Mysterious Math Doodle - Numberphile
0fem2B1-YbE,Everyone On Earth Has The Same Commute.
