videoID,title
LwcrRjCRraA,The Problem with Black Holes - Sixty Symbols
d2HiLFflKYs,Hearts in Space - Sixty Symbols
P0TNJrTlbBQ,Do Atoms Ever Touch?
w_DenvIA9gQ,Speed of Light - Sixty Symbols
77yXhAibQp4,Dark Matter - Sixty Symbols
CH880_VrxxU,Hydrogen Alpha - Sixty Symbols
2jK8YP9E3eM,NEWS: The Runaway Star - Sixty Symbols
KlBG_A4Djp4,The s-Process - Sixty Symbols
-cXZthWX_a8,ANNOUNCEMENT: Sixty Symbols Ogden Fellowship
C0fGk1d4oIc,Second Law of Thermodynamics - Sixty Symbols
Q8ccXzM3x8A,The Case for String Theory - Sixty Symbols
pCrntRaolIA,James Webb Space Telescope - Sixty Symbols
iTKv5LUfITc,Biggest Thing in the Universe - Sixty Symbols
jcJC0a1n1B0,The New Ninth Planet - Sixty Symbols
kOnoYQchHFw,The Black Hole Machine - Sixty Symbols
tWWyAklkYqM,Anatomy of a Physics Experiment - Sixty Symbols
_NMqPT6oKJ8,Putting your hand in the Large Hadron Collider...
aJM5Bkdzspk,The Force - Sixty Symbols
53me-ICi_f8,Uncle Roger DISGUSTED by this Egg Fried Rice Video (BBC Food)
t_KdbASIkB8,Uncle Roger HATE Jamie Oliver Egg Fried Rice
Ym2pD6lq8sw,Uncle Roger HATE FOOD NETWORK ADOBO
slH6M6a98n4,Uncle Roger FORCED To Review THE WORST THAI RED CURRY
bDi__5FcebM,Uncle Roger Found THE WORST PHO (Rachael Ray)
K9pJZr2r6Gg,Uncle Roger Review FAVORITE FOOD MOVIE (God Of Cookery)
ZmmSl6WpyJM,JAMIE OLIVER’S WORST RECIPE YET (Veggie Pad Thai)
FpXuPBQjBD8,Uncle Roger Found The WORST Orange Chicken (Rachael Ray. Again.)
e7XXHpfC8_Y,Nick DiGiovanni LOSE Uncle Title (Fried Rice Review)
0e9WuB0Ua98,Uncle Roger Review CRAZY OFFICE COOKING (Ms Yeah)
MJ9UGzlqxyk,Uncle Roger Review GORDON RAMSAY Ramen
a9nZk7TsNZU,Is This Chef Depressed? FutureCanoe Fried Rice
4lKl7ZxIJlg,Uncle Roger Work at Food Truck
LHRw3sDQH1w,Jamie Oliver ALMOST Made Ramen...
vksB2S90FVY,Uncle Roger HATE Jamie Oliver Thai Green Curry
naQ0RuXB3fI,Uncle Roger Learn To Make Lobster Roll (ft. NICK DIGIOVANNI)
Shg-tkQ9u40,Uncle Roger Found THE WORST BIRYANI (Epicurious)
Y1NCOASBNgA,Uncle Roger DISGUSTED By FutureCanoe Struggle Meals
4qDyv-urblY,Uncle Roger SHOCKED by the WORST Fried Rice Video (Kay's Cooking)
YrXW0B5qgHc,Uncle Roger Miss Anthony Bourdain
-cljlH9QmTo,Jamie Oliver DESTROY FRIED RICE AGAIN
ORcRpScJfEg,Uncle Roger Recreate Jamie Oliver Pho… BIG MISTAKE!
0z0x0pZzGzg,This Channel TRAUMATIZE Uncle Roger (HowToBasic)
0CIt_L0GXJM,Chinese vs Black Fried Rice SO PAINFUL TO WATCH
6eTdqVA9oJQ,Uncle Roger Review Iron Chef Morimoto Make Sushi
G0szOwYwqjI,Can Joshua Weissman Make Curry Noodles? (Khao Soi)
qlbBVSpVhjM,JAMIE OLIVER FINALLY IMPRESS UNCLE ROGER?
TKGllr-Qlgw,Uncle Roger FORCED TO REVIEW Jamie Oliver's Pho
eXkjqKAttAo,Uncle Roger Review $242 vs $13 Fried Rice (Epicurious)
vnxaHyC-Fxw,Even MSG Can't Save This Fried Rice…
qimOzDn2iDw,Uncle Roger Review CRAZY ITALIAN CHEF Egg Fried Rice
VRhCS4oTAZU,Uncle Roger LOVE EPIC FRIED RICE MOVIE (Hunger)
yCwfnAtlevI,GORDON RAMSAY Get Roasted By Asian Aunty?!
FDT85PgJTwU,Uncle Roger CLAP BACK At This Chef (J. Kenji Lopez-Alt)
eZeWmFDp2sc,This Weejio Too Relaxing For Uncle Roger (Jun’s Kitchen Katsu Curry)
sSP16cG3dRA,Geology Created Madagascar's Weird Animals
MpQzhZ0RRDM,The Only Radiation Units You Need to Know
oby-7rVVAgA,We Have Spent Millions of Dollars on Blue Roses
M_lOTOGINXs,Researchers Who Had No Choice But To Study Themselves
cBJ3dCIsnqA,The ONE Disease That Smoking Can Help Treat
TPj1HyJwabE,Humans Didn't Make Dogs Weird
tPJSvpN9Z5c,These Rocks Are Petrified Lightning
GB-_T28Abrc,Why 90-Year-Olds Get Less Cancer
bRrj14hnqeo,What’s the Truth about Acetaminophen and Autism?
xwcr_tSu-98,9 of the Weirdest Sperm Adaptations
277wRV3juWg,Why Is This Persian Silver Hoard Buried in Yorkshire?
YOKU_bYOVdw,3 Things We Really Want to Know About COVID-19
phxtZvDCzEA,The best bad idea for smartphones
1jkOlG7n0yc,How NASA pulled off the Pluto flyby
IjEuruSB4Vk,I rode a semi-autonomous truck at CES 2019
4CZwYHIbcEs,What’s actually new about Samsung’s latest drop?
cYoGTl1vy1g,Why Apple needs iPad apps on the Mac
deymf9CoY_M,Intel's future computers have two screens
3kAwVrkL6B8,This Pixel has a hidden health feature
ohYAYQA4ATM,Surface Duo first look: Microsoft's foldable Android phone
8beZWVH_UcM,What iPhones can tell us about new Macs
rKkQQvS9WoU,The most important Android phone
fz1pxeec0AI,"iOS 13 public beta: dark mode, Apple Maps, Reminders"
U1niwcncpKM,The making of NASA’s most powerful space telescope
wF3nhile788,This could change Facebook forever
ara1uUvajoU,Apple AirTags: the most Apple
pEsSTVi1Jq8,Samsung One UI: What about the software?
jFMDcJ8mFl8,Dolby Dimension Review: $600 headphones for your living room
zoj1tk1xetQ,Theranos’s invention never would have worked. Here’s why. | Theranos Trial Ep. 2
ocKUIOc3tQ4,iPadOS public beta: top 6 features
gqw0XyoGSRs,This drone has two cameras
hZP_i6BZpR8,iPhone 14: Not so far out after all
O5MvVNz_YWo,What I learned from 60 flights with DJI’s new drone
j4mLW6x17VM,These Sony earbuds do what AirPods can’t
-bGc4uHxK2g,Google Pixel 4 tease: what it means
0w64KhTguWA,Steam Deck is a glorious mess
x1Ramg73R2Y,"iOS 15 and iPadOS 15 preview: the good, the bad, and the weird"
PbYa34-7HhU,How Fortnite is transforming the gaming industry
HNR_HtnLOEA,Android 11 developer preview first look
8zbQhb2siHs,The new metaverse gold rush
D7WBAUa5Q_o,"Microsoft Surface 2021 event: Pro 8, Duo 2, Laptop Studio, and more"
E1rl3UhnTpc,"I love this camera, but I’ll never use it"
mOO2vp7cB7I,"Alienware at CES 2022: QD-OLED monitor, X14 laptop and Concept Nyx"
HdG8c8C7nX8,"Hands on with Apple’s new Mac Mini, MacBook Pro and iMac"
PpvRnmJQptk,Samsung Galaxy Unpacked 2022 in 9 minutes
WIu2cyAIgQM,The real reason Google made Android
PCh-qRYMAKk,Exclusive: Android’s last chance to fix messages
dccXEQ1B3oA,
mSxUEnFpIzU,
WqiW-KbSX9s,
t-NiCTGqCeI,
UGERMLkKIoA,
k7RM-ynATcg,
fDek6cYijxI,Chaos: The Science of the Butterfly Effect
qkDD03iGFNk,
Cld0p3a43fU,"The Brachistochrone, with Steven Strogatz"
q-Y-z6HmRgI,How to choose your news - Damon Brown
p_Q6d5X5PnM,
LPZh9HBO7rY,
jjqfF4PXNUQ,
zqK3d7S2p0E,
Z8CX9QHn0F4,
mY3iBbHnMgA,
AuX7nPBqDts,Basic addition | Addition and subtraction | Arithmetic | Khan Academy
c4tPclkzz2A,
P7HjdmXH2V8,
qnksBe7YAoQ,
GNcFjFmqp_c,
4rT3pXZPAF8,
kP9r0hKGlYQ,
dHRkdjvRpA8,
U47GBz3Y8nA,
f7d2Aq4ZT9w,
nLRL_NV3Zek,
qoal8ahr25o,
J3MTQ-RGUzE,
rm46SdVfB4I,What’s at the center of the earth?: Crash Course Geology #4
-a739VjqdSI,Utilitarianism: Crash Course Philosophy #36
17WiQ_tNld4,Arguments Against Personal Identity: Crash Course Philosophy #20
3ez10ADR_gM,Intro to Economics: Crash Course Econ #1
h6HLDV0T5Q8,Social Thinking: Crash Course Psychology #37
xw9Au9OoN88,Like Pale Gold - The Great Gatsby Part 1: Crash Course English Literature #4
8H--GLt3h8I,Why Iceland's lava is so hard to control - Arianna Soldati
dKku0AfTs0c,Notes of a native son: The world according to James Baldwin - Christina Greer
0fivQUlC7-8,What did democracy really mean in Athens? - Melissa Schwartzberg
PJF-cbTC4Cg,The Origins of Disgust
MBRi7Bz8LZk,Uncut False Confession - Mind Field S2
a-EC76gHQPQ,Full Shaman Song
tKUwqyggk4U,Mind Field Season 2 - Official Trailer
J51ncHP_BrY,The Napkin Ring Problem
GAPqEAWW9lc,Mind Field - Official Trailer
Ks8WH3xUo_E,Who Owns The Moon?
L4AJmvzImbM,DINOSAUR SCIENCE! feat. Chris Pratt and Jack Horner
Y2gTSjoEExc,The Moon Terminator Illusion
Pxb5lSPLy9c,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35..."
f8WsO__XcI0,When Will We Run Out Of Names?
o268qbb_0BM,The Science of Awkwardness
qXXZLoq2zFc,Human Extinction
ACUuFg9Y9dY,Would Headlights Work at Light Speed?
VztSdwYPFCE,Where Is This Video?
w8I25H3bnNw,What if the Moon was a Disco Ball?
w-CK8VxMz9g,Risk.
4I5Q3UXkGd0,What Is The Resolution Of The Eye?
mQ0hS7l9ckY,DISTORTIONS
qWAF9PgDg2c,What Does Human Taste Like?
xKg9Vl_Wg5U,Why Is Your BOTTOM in the MIDDLE?
dvKeCcxD3rQ,m͏̺͓̲̥̪í͇͔̠ś̷͎̹̲̻̻̘̝t̞̖͍͚̤k̥̞à̸͕̮͍͉̹̰͚̰ẹ̶̢̪s͏̨͈̙̹̜͚̲ ̛̬͓͟
Iw8idyw_N6Q,Moving Illusions
p7THJoRYA2c,Names
Qig68IuPrbk,last words
ZD037VSAG2I,Why Do We Clap?
G5s4-Kak49o,Where Do Deleted Files Go?
gCBlAAtJA54,Are We Ready For Aliens?
6F7quI-MbzY,What is the Shortest Poem?
P85Fj8m6v84,What Is The Greatest Honor?
coGfGmOeLjE,Why Do We Feel Nostalgia?
QBK3QpQVnaw,If
jTL_sJycQAA,What if You Were Born in Space?
ixQbCXLUUj8,Why Do We Kiss?
w2tKg3E53DM,How Much Money is There on Earth?
e5jDspIC4hY,Why Do We Play Games?
E4HGfagANiQ,Why Do We Wear Clothes?
GUCcObwIsOs,A Defense of Comic Sans
lD08CuUi_Ek,Will We Ever Visit Other Stars?
1T4XMNN4bNM,What's The Most Dangerous Place on Earth?
aHtjhCxRIa4,This Is Only Red
L6S5amkCoyc,Why Don't We Taxidermy Humans?
DAcjV60RnRw,Will We Ever Run Out of New Music?
4e_kz79tjb8,How Many Photos Have Been Taken?
3teflb1QNN4,What Can You Do Without a Brain?
b2nqtiam25g,Carrot Sharpener. LÜT #27
R3unPcJDbCc,This Is Not Yellow
U_nHZ3YGT3w,How Secure is Your Password? And 21 Other DONGs
IGK2KprU-To,The Science of the Friend Zone
rYXdsOEWBj0,Is The 5-Second Rule True?
eiAx2kqmUpQ,Why Do We Have Two Nostrils?
Do1lm9IevYE,How Much Does a Shadow Weigh?
_6nSOgsI_vo,Why Did The Chicken Cross The Road?
jHbyQ_AQP8c,What If Everyone JUMPED At Once?
F981CD-8YEg,EAR Earrings -- LÜT #26
pPXxhgdtcXs,You Don't Type Alone.
yBs5yrDyGqc,Slow-Mo Hand in MOUSETRAP! ... And DONGs
3_7KYoO5qHk,SCIENCE! What is the Rarest Precious Metal?
ByQyW7wj5eQ,TROLL LIPS and more! IMG! #51
BhtgINeaJWg,We Are All Related
UaA-ZeuEcQ0,Top Hats for CATS! LÜT #25
GJ4Qp2xeRds,How High Can We Build?
tAj0B0g2F34,MATH MAGIC and a NEW LEANBACK
sAGEOKAG0zw,Why Don't Any Animals Have Wheels?
jGIbUK4nw00,Why Is Yawning Contagious?
aNgE_hf41NY,THE GAME OF LIFE and other DONGs!
EqWaWyvuClc,ZOMBIE BOTTLE-OPENER! ... LÜT #24
ddV6jyDeCKA,Why Are We Ticklish? Why do We Laugh?
I9LbG3Y0_9M,8 Surprising Facts
SBxHJI9syC8,How Many 5 Year-Olds Could You Fight? -- And 18 Other DONGs!
HFW70hUGRsk,How Many Dots? IMG! #50
hup_8uDXJx8,How Much Is A Bird in The Hand Worth?
9m3dQC6IfwY,Water Is Amazing -- World Water Day!
ySjk2_4kDQE,Amazing Art and MORE! IMG! #49
L4-F_UakaA8,Long Distance KISSING and more! LÜT #22
kXLr_bIlz4A,Picture of Everything? -- DONG
_UTZDR1Go24,LEGO TACO! And Other Great Images -- IMG! Episode #47
Ya2D1ao_n2s,Dog BUTT Floss! And More: LÜT #21
Zt9rvaijpPY,FART SCIENCE
_tTwjDRa110,200 VIDEOS
_di83KPJY3s,REAL CYCLOPS SHARK and more great images -- IMG! #46
7k85eD_tQZo,Rainbow Science! ... AND Why Headphones Get So Tangled.
DU3OdTLuHf0,What's Left?
Jf7Uo6nqaIg,How Much Money is LOVE Worth?
Lx4YuW3bagE,Where to BUY Uranium and other DONGS!
HiS1-l2xadg,DOUBLE PUPILS and more! IMG #45
ghy-FMZSJR0,SOUNDS.
8pxH-wqtV2M,Cool Things on YouTube and More! DONG #19
K93zcgFsynk,‌‌
CSf8i8bHIns,What is Déjà vu?
OYx1wPSXkUw,Fuzzy Pancakes and More! LÜT #19
WaUzu-iksi8,How Much Does The Internet Weigh?
V9R6zFpf9Gw,Crazy BABY Eyes ... and More: IMG! #44
RQlrSvnG3dg,Shepard Tone Illusion .... and more!
6LyCC6jjcx8,How Old Can We Get?
_QPcclYWOr4,LONELY.
Y45aema4iyM,MAKE YOUR CAT A DJ -- and more! LÜT #18
SLSviqKGxSA,UGLY DANCE -- DONG
kiQRPRkouAM,FIRST Photo on the INTERNET ... and other things too.
bA32J-dmtC4,4 FACTS.
YMTLkDrcr28,WATER.
7c9f9sr6BPg,BEST IMAGES of the Week -- IMG! #42
Kob0wwKtyC8,Mind Blowing WATCHES ... and more! LÜT #17
nNBTLbw1_2Q,STOPPED CLOCK ILLUSION
qnJHn8_ER9g,COVERED IN CHICKS -- IMG! #41
YBi6gUbsz-E,WHY IS THERE A MOON? .... and more!
0tNFEXImX0o,WHAT'S A DONG?
t1g0uoBlQ68,SOAP FOR ADULTS ... LÜT #16
6zvspznTdIM,WET DOGS ---- IMG! #40
5Dgkc3ret2w,HACK Wheel of Fortune!
rdHRX7iIAQs,BIGGEST EXPLOSIONS
6SI-8yZSUPU,KNOWLEDGE! --- LEANBACK #7
-v3R678Pvj8,HAWAII FACTS!
R4sYp1FPw-0,Best Doorstop EVER? -- LÜT #15
9MgctssX5vY,REAL NYAN CAT ... and more! IMG #38
Gg-dGBo2D1U,HE'S FOLLOWING YOU! -- DONG!
VYqQ-aShpBc,COMPLEXITY! -- Vsauce Leanback #6
Z73FefuxtlM,HOW TO: Animated Wallpaper! -- Up All Knight #6
xPp9rvLvdxI,LICK DOOR KNOBS! ... IMG! #36
J2I2vQQwiyE,12 MORE Amazing Free Games! -- DONG!
nKi7CzP9Dxs,6 WORST Villains EVER!
z4RLbtgaWbQ,HIDDEN RAGE FACE? ... and more! IMG! #35
Wa1eWChj-o4,Awesome Atmosphere SCIENCE!
hP9zimdPXtk,HOT BOBAS! -- IMG! #34
LX07w8_uNtk,15 AWESOME YouTube Tricks
UIcGn4RcvlU,"5 AMAZING Experiments and ""Sauciest of the Week"" !"
1kGnCB5qpOw,How to HACK Flash Games -- And More! *DONG*
JVwYB0PY37k,FRENCH KISS A ROBOT!  Mind Blow #16
xR1sLdupUDs,Princess! NOOOO! ... IMG! #32
P_O3eeVGYik,RIDDLE CHALLENGE - 54321 #2
Gp_pB9UCnIQ,WHACK REBECCA BLACK! .. and more: DONG!
I31pi-6NgqM,BLOW YOUR MIND!
piHGnG4LsmQ,The Future of Veritasium
Bb0uDpvitoE,I Turned My Phone Into A Microscope
DJO_9auJhJQ,"We Might Find Alien Life In 1,796 Days"
v4r71kEdYME,Why People Prefer More Pain
lGJEihgN4OU,The Rainiest Place On Earth
Q51-gLL_MRM,How To Earthquake-Proof A House
RQYuyHNLPTQ,The Surprising Genius of Sewing Machines
czjisEGe5Cw,The Problem With Science Communication
6bgNm9l_3qU,I Vacuum Venom from the World's Deadliest Spider
w7yFikRD_iQ,The illusion only some can see
LCQu8EXiDAA,The Damaged Chernobyl Reactor
LY6xeFpBeMQ,Microwaving grapes makes plasma
XeSu9fBJ2sI,The Most Controversial Problem in Philosophy
evUfG3lrk5U,What if a star explodes near Earth?
NdWFCygzr8k,Why do we launch rockets from Florida?
iSNsgj1OCLA,The Riddle That Seems Impossible Even If You Know The Answer
Q1bSDnuIPbo,How did they actually take this picture? (Very Long Baseline Interferometry)
q-_7y0WUnW4,I Rented A Helicopter To Settle A Physics Debate
rhgwIhB58PA,The Biggest Myth In Education
w4sLAQvEH-M,The Longest-Running Evolution Experiment
qevIIQHrJZg,This Unstoppable Robot Could Save Your Life
058hRtaCWC0,Why Robots That Bend Are Better
YMDJA4UvXLA,The Explosive Element That Changed The World
XRr1kaXKBsU,What Everyone Gets Wrong About Gravity
5zI9sG3pjVU,Turbulent Flow is MORE Awesome Than Laminar Flow
K-Fc08X56R0,3 Perplexing Physics Problems
ThwuT3_AG6w,Engineering with Origami
dCXkaQa53QQ,Making Liquid Nitrogen From Scratch!
GhsZUZmJvaM,Mars Helicopter (before it went to Mars)
E7uGvsT_nnM,Why Apollo Astronauts Trained in Nuclear Bomb Craters
pe83T9hISoY,Does Planet 9 Exist?
GcdB5bFwio4,I Waterproofed Myself With Aerogel!
zUyH3XhpLTo,How to Understand What Black Holes Look Like
rjDX5ItsOnQ,How Was Video Invented?
97t7Xj_iBv0,Why Machines That Bend Are Better
wCrtk-pyP0I,Microwaving Grapes Makes Plasma
M2CMH57hXmY,The Inverse Leidenfrost Effect
fu3645D4ZlI,Spinning Black Holes
aKwJayXTZUs,The Best Test of General Relativity (by 2 Misplaced Satellites)
c_e1wITe_ig,"The kg is dead, long live the kg"
SAQ-iIJkLzA,Drinking in ZERO-G! (and other challenges of a trip to Mars)
TIe2oerd25c,What Actually Causes Dandruff?
LKPwKFigF8U,Why Boredom is Good For You
Cf7Ar3nEUmw,How UV Causes Cancer and Aging
AY6Bg4GzCGs,Can You Overdose on Vitamins?
XAgXwUwQoPA,The Threat of AI Weapons
K7pQsR8WFSo,Schlieren Imaging in Color!
Oo0jm1PPRuo,How We're Redefining the kg
mNHp8iyyIjo,Hydrodynamic Levitation!
kvARvzMErnk,Sandwich Bag Fire Starter
e69XZJ9DEj0,The Sun Sneeze Gene
72DCj3BztG4,4 Revolutionary Riddles Resolved!
HgCXdNhVC1Q,4 Revolutionary Riddles
R13BD8qKeTg,The Bayesian Trap
mXaad0rsV38,Does Water Swirl the Other Way in the Southern Hemisphere?
WBjY3QGNdAw,The Real Moral Dilemma of Self-Driving Cars
iphcyNWFD10,The Absurdity of Detecting Gravitational Waves
dvk2PQNcg8w,Post-Truth: Why Facts Don't Matter Anymore
DWkYRh6OXy8,Indestructible Coating?!
LgrXd0NM2y8,What the Fahrenheit?!
WIyTZDHuarQ,Is This What Quantum Mechanics Looks Like?
Y2nQ8isf55s,Why Metals Spontaneously Fuse Together In Space
g20JZ2HNZaw,The Best and Worst Prediction in Science
42QuXLucH3Q,Is Most Published Research Wrong?
cebFWOlx848,The Illusion of Truth
-i0InwW0V9k,Stringless Yo-Yo!
rjht4oAByCI,Celsius Made His Thermometer Upside Down
2_OEsf-1qgY,Inside the Svalbard Seed Vault
5NhIRwCq428,Svalbard - The Northernmost Town on Earth
S20-1_XqVPM,Science of Laser Hair Removal in SLOW MOTION
s7MTM4BKZ_E,Why Anecdotes Trump Data
CNQf9vZqv7k,These Liquids Look Alive!
K4vyRvMASPU,What Exactly is the Present?
aIx2N-viNwY,Why Life Seems to Speed Up as We Age
_dDqFB-PjWg,How Long Will You Live?
He30D8M5fNc,Snatoms! The Magnetic Molecular Modeling Kit
c6wuh0NRG1s,Is Glass a Liquid?
TcxZSmzPw8k,The Science of Six Degrees of Separation
EKR-HydGohQ,Our Greatest Delusion
mUxt--mMjwA,Evolutionarily Stable Strategies ft. Richard Dawkins
knDIENvBTgw,How to Launch a Nuclear Missile
2OSrvzNW9FE,Backspin Basketball Flies Off Dam
-OqrZG-EBaQ,Should This Lake Exist?
cO57Zm-WNmg,Uranium: Twisting the Dragon's Tail
5RLQ9WMP2Es,Ice Spikes Explained
YMPzDiraNnA,What I Wish I Knew When I Was Younger
QD3hbVG1yxM,Beaker Ball Balance Problem
SQggDnScsvI,How Do Chameleons Change Color?
6YOz9Pxnzho,An Astronaut's View of Earth
wU5XkhUGzBs,Do Cell Phones Cause Brain Tumors?
ZuvK-od647c,Quantum Entanglement & Spooky Action at a Distance
vBX-KulgJ1o,Would You Take This Bet?
lotbZQ55SgU,How Were the Pyramids Built?
rv4MjaF_wow,Sparks from Falling Water: Kelvin's Thunderstorm
eNx9tvCrvv8,Climate Change is Boring
jIMihpDmBpY,Explained: 5 Fun Physics Phenomena
1Xp_imnO6WE,5 Fun Physics Phenomena
zUDqI9PJpc8,How Much Information?
BD6h-wDj7bw,Why Women Are Stripey
GeyDf4ooPdo,Anti-Gravity Wheel?
vKA4w2O61Xo,The Most Common Cognitive Bias
mXVGIb3bzHI,Testing if 60 minutes of silence drives you crazy
oVfHeWTKjag,Facebook Fraud
EPsG8td7C5k,Will This Go Faster Than Light?
akIBlq5xAec,We Tagged a Great White Shark!
1tSqSMOyNFE,How We’re Fooled By Statistics
_xU3IRbCbyQ,How a Shark Attack Survivor Invented Cage Diving
1TKSfAkWWN0,How Special Relativity Makes Magnets Work
BLYoyLcdGPc,Bullet Block Explained!
sWu9CyDwuFs,Slow-Mo Non-Newtonian Fluid on a Speaker
zNzzGgr2mhk,How To Make a Quantum Bit
bKldI-XGHIw,Can We Really Touch Anything?
g_IaVepNDT4,How Does a Quantum Computer Work?
ro2MmmdARrs,Why the Sky ISN'T Blue
J3xLuZNKhlY,Empty Space is NOT Empty
ZMByI4s-D-Y,World's Roundest Object!
myh94hpFmJY,Why Do Venomous Animals Live In Warm Climates?
x4I9mmd-2Rc,How To Make Colour With Holes
a8FTr2qMutA,Heisenberg's Uncertainty Principle Explained
oPerfpxYJ1U,Paralysed Rats Made To Walk Again
6wr_Zw1uGY8,How To Clean Up Space Junk
BickMFHAZR0,How Trees Bend the Laws of Physics
txmKr69jGBk,Levitating Barbecue! Electromagnetic Induction
a7_8Gc_Llr8,What's In A Candle Flame?
vqDbMEdLiCs,Misconceptions About Temperature
M4CQ4T_K8Hw,How Does A Sailboat Actually Work?
aFO4PBolwFg,How Does A Wing Actually Work?
ljvX-RMv_lw,Atomic Bonding Song
ty9QSiVC2g0,Gyroscopic Precession
iQOHRKKNNLQ,Why Are Astronauts Weightless?
Ux33-5k8cjg,Where Does The Sun Get Its Energy?
2KZb2_vcNTg,Where Do Trees Get Their Mass?
lL2e0rWvjKI,Are You Lightest In The Morning?
HUmZrtiXDik,World's Longest Straw
I_rw-AJqpCM,What Is The Coastline Paradox?
PifL8bAybyc,How To Make Graphene
vVKFBaaL4uM,Can You Go the Speed of Light?
YHBvOOX3RJQ,Physics Nobel Prize 2011 - Brian Schmidt
RwTjsRt0Fzo,Make Plasma With Grapes In The Microwave!
eCMmmEEyOO0,Slinky Drop Answer
KzOkuGQC3Rw,Impress Her With Nanodiamonds
gM3zP72-rJE,Does Pressure Melt Ice?
9zso7ChaQXQ,How Does The Earth Spin?
TQxeutcYP6I,Why Does The Earth Spin?
tYmMtSWPQEI,Types of Radiation
ph8xusY3GTM,Supercooled Water - Explained!
Yf0BN0kq7OU,Three Incorrect Laws of Motion
SN1Q5ru2fI0,Calculating Gravitational Attraction
GmlMV7bA0TM,What is a Force?
Bz9D6xba9Og,How Far Away is the Moon? (The Scale of the Universe)
u7KpH9_I2Dw,Gravity (Scientific Version of John Mayer's Gravity)
7LGi-Dlb8Vs,Egg Experiment to Demonstrate Inertia
DBjZz0iQrzI,I'm Atoms (Scientific Cover of Jason Mraz's I'm Yours)
JUJPyQtoB5E,Thomson's Plum Pudding Model of the Atom
U2g1H5wPmUE,Atomic Theory
cU2dZz18P0c,How long does it take for the earth to go around the sun?
JWtD0O-zSWY,A Fake Fields Medal - Numberphile
G23Jx0kPCSI,The Real Story of Calculus - Numberphile
ASJpflLbPkU,Infinite Circles - Numberphile
aVUUbNbQkbQ,Egyptian Fractions and the Greedy Algorithm - Numberphile
NkNoVnXfVXI,"244,432,188,000 games of Catan - Numberphile"
8rYLBXd_kzI,What are these strange dice? (Part 2) - Numberphile
3akBMSJ37Uk,What are these strange dice? - Numberphile
xV4A8oU3yew,What's special about 288? - Numberphile
83NFR7JDlww,Faulhaber's Fabulous Formula (and Bernoulli Numbers) - Numberphile
zF814SmPY5A,Pi is Evil - Numberphile
CcZf_7Fb4Us,Error Correcting Curves - Numberphile
cW27QJYNXtU,Sleeping Beauty Paradox - Numberphile
eupAXdWPvX8,Winning the Fields Medal (with James Maynard) - Numberphile
xBfAYxxRsjY,The Brick Factory Problem - Numberphile
IlZOLwf87gM,Practical Numbers - Numberphile
qw2Pl_Nk3CA,Discovery about Book Embedding of Graphs - Numberphile
NWahomDHaDs,The Journey to 3264 - Numberphile
WR3GqqWAmfw,The Math of Species Conflict - Numberphile
rHdYv62F5fs,The Perfect Goal Kicking Angle - Numberphile
KNq0eUBxPXc,Your Klein Bottle is in the Post - Numberphile
-UBDRX6bk-A,The Light Switch Problem - Numberphile
Uc0T8IvtBvE,Triangle Subdivision - Numberphile
tSuCa8zN4mo,Card Memorisation (using numbers) - Numberphile
H8Q0SoKT-A8,A Problem with the Parallel Postulate - Numberphile
CVOr7f_VALc,The Puzzling Fourth Dimension (and exotic shapes) - Numberphile
cdLXvJ8wFY4,Making a Glass Klein Bottle - Numberphile
NdnByi_tK6Q,A Hairy Problem (and a Feathery Solution) - Numberphile
rBU9E-ZOZAI,A Number Sequence with Everything - Numberphile
jhObLT1Lrfo,Paterson Primes (with 3Blue1Brown) - Numberphile
nQR1NY03zIA,The Truth About Fibs - Numberphile
-JR9-dgU7tU,An Integration Conundrum - Numberphile
IPoh5C9CcI8,Problems with Powers of Two - Numberphile
3V84Bi-mzQM,The Nescafé Equation (43 coffee beans) - Numberphile
k_TEoUF12Yk,"Are there 10^272,000 Universes? - Numberphile"
lHJxZ7JOEwI,Mathematical Hugs (and Chiral Knots) - Numberphile
p-HN_ICaCyM,The Troublemaker Number - Numberphile
KdZrxkix9Mk,A number NOBODY has thought of - Numberphile
l5gUrDg01cQ,"Two Candles, One Cake (Part 2) - Numberphile"
FkVe8qrT0LA,"Two Candles, One Cake - Numberphile"
9RvqE1CQXfI,"How to write 100,000,000,000,000 poems - Numberphile"
n4gmYjyI3vo,Twin Proofs for Twin Primes - Numberphile
6ofIBoWGc7k,Big Factorials - Numberphile
DmfxIhmGPP4,The Reciprocals of Primes - Numberphile
q8Umr0BLMiU,The Coca-Cola Klein Bottle - Numberphile
-IjGexS1T8U,The Tetrahedral Boat - Numberphile
DK3njNP-Qz0,The Mathematics of Surviving Zombies - Numberphile
kwrDX5qkwvA,Tunnelling through a Mountain - Numberphile
NHZt8eBKcRA,What is a Number? - Numberphile
m0LVEvtjK4M,Conic Loaf of Bread - Numberphile
mZBwsm6B280,Bertrand's Paradox (with 3blue1brown) - Numberphile
1kYGbMK1oA4,The Largest Small Hexagon - Numberphile
JXtfKMH6X44,Omicron (the symbol) in Mathematics  - Numberphile
JbfhzlMk2eY,Hitomezashi Stitch Patterns - Numberphile
