videoID,title,clickbait
5uqos2ZYmlo,,1
IXHrjUmoTBQ,,1
ywhrga9lGDM,,1
fDB4TpZIgzQ,,1
oTSVd6WeXkU,,1
rfitubAxk3I,,1
ZOO_FhWGKF0,,1
jiFZsmpASio,,1
ELFfQOYJu-4,,1
yzB3amkyoI8,,1
GYW3MBI4YRU,,1
_QXiN7b6z2s,,1
snAhsXyO3Ck,,1
09fNvoQMlGw,,1
ewaHzergtsA,,1
bRn7Ma8bqx0,,1
O2wVxOBeQqU,,1
qLVUpHeWzik,,1
I-Jomk-7F_Y,,1
RvmPudiC1mA,,1
lWI0c0AV1ic,,1
TBPzz83xhcc,,1
sisD61ohzK0,,1
WB86ZOI6DAw,,1
ANnhj7GZtQk,,1
x3T-gTPMvrs,,1
W30xnIsHzp0,,1
9AWQeYs_wfI,,1
b_1uI_HiyiA,,1
oONGGRiC0zY,,1
DesA-dRnjII,,1
wuHhb0oLGu8,,1
jdyD8s8MFUo,,1
-fny99f8amM,,1
8GCtsMsS_Dk,,1
Qqoy015bCI8,,1
QdBZY2fkU-0,,1
QkkoHAzjnUs,,1
hV4_R64FDAA,,1
9MuW5j7OVtg,,1
beC-QyrKwdY,,1
SNIMPZxPB9E,,1
Ki1PIM0zWEA,,1
M75PT5HQL8k,,1
NiWUxIQoy6Y,,1
3KGETyczZpI,,1
tmdcq36lYQo,,1
GUgd_CQgC_4,,1
9P6fhuT9fbc,,1
obX2WdINsZo,,1
3WXIkNHvmFw,,1
Rsq8fVhicAk,,1
wYqZ_KlYbVI,,1
kErf5Jy25Ms,,1
3smV-7IHrlQ,,1
EQql6nSKeqA,,1
JsN6af72TeM,,1
KP3_BeuxUFU,,1
NH_hPjbya4o,,1
Za6mF3UbS9E,,1
AbP9JqU5H0E,,1
pP60Hs_Bv5o,,1
IQo_d7s2GZU,,1
JeQEWJYzy18,,1
M_uc53UdRGA,,1
9Tc-FREMgSU,,1
88aQ4396oz4,,1
Tk92pYsKtEg,,1
vaeAuJAJmKs,,1
9OAm_6f-x3s,,1
rkpG4XApJ28,,1
VCBbxjwSboQ,,1
N01FyDvOTZ4,,1
b4aVcLj-TXk,,1
tya7R3KbH70,,1
7d24Pgf2ArU,,1
A4VhuLa1Yl4,,1
6J2gC7Rvfqk,,1
sRT84rpx7Ks,,1
r3nSeMJHJ0w,,1
kQJX1gBEopQ,,1
RtItB0TewXI,,1
WYuK8WfD3As,,1
1haAWNH2sNk,,1
tc-wIHt85n0,,1
xs9RQaf8Khg,,1
WRIvqSVXaIw,,1
PIBw1qfRsOw,,1
EB2g2IgU2IM,,1
jRE3qCVKO8Q,,1
UsbZpD3CrBc,,1
iVmf3L7xZYQ,,1
0X2wWg3lz6s,,1
4dvDPIyF6fw,,1
TWW758fzqJg,,1
-HYDW1isBes,,1
5wqvPCxhIY4,,1
e-9Zgxvqa3o,,1
NuHEY7CjjTI,,1
PQVL_0Rp8AU,,1
weoEsZILjo8,,1
iEH29LxdTbA,,1
Sk7Dup1YwHU,,1
qXD-q_mPeTk,,1
PQqME0MigP0,,1
sXomOFB_3T0,,1
yclGXisAtEI,,1
ZK37NubQ0tU,,1
4cbFYCywIjM,,1
Oor2b-GaBQM,,1
3IedGcpCmhA,,1
VZ3g3LhKELk,,1
teZsM9gaccs,,1
qJAK-_e3Gqk,,1
gcDltW13374,,1
s2oqfkbNPjE,,1
kaI_73wul2M,,1
DKkzRmgaK4c,,1
didDFahBWB0,,1
1W-QiCZSvUc,,1
uww5kqyNgIc,,1
ThhPKB5uCYg,,1
bFO2uwxfw4g,,1
yDMZJ7LgrGY,,1
L5q8SFb7Qfo,,1
TLF278aUTv8,,1
Qtg6QowhPgY,,1
rrC5pXMgeFU,,1
0WyifiElUBc,,1
0c6J3mYskdE,,1
Cc_bEOInQi8,,1
qDuBnkal84k,,1
FbXZmKpSpVA,,1
YhrNcUfNvfU,,1
IE8GM65W2E8,,1
jwY8pNRPDTM,,1
i1pdtd8rXGM,,1
V2npbpB1KBY,,1
7WKtl-8K7Wo,,1
ArppDH5_Zc4,,1
NhfydCldvDE,,1
g0edWBxv0nI,,1
VXH1SFTS7PY,,1
R4pAzjoAdrQ,,1
FCWGXp2x9L4,,1
yWvCe8TTIdg,,1
1PYEKq47_8M,,1
xdE-iUPLi8k,,1
cf-J4ffMBfo,,1
MFEHffBtbko,,1
1dcPhtdFCeg,,1
dMZTnnJ2CHE,,1
kE6l6N8X-w4,,1
hxsYAQA6VaY,,1
WNzqCkaUA7U,,1
87qpDebmeyA,,1
hVyhNUdoQpc,,1
QsSWdQHENBQ,,1
iIpPqj43XLo,,1
vuUr_D1DXSg,,1
kQ8gr14wptY,,1
S3rPuxwsp1s,,1
jUeMo6ltZHY,,1
FGi_YZGkQK0,,1
xa4urk6s7Yk,,1
60fGEU7-ECg,,1
Q_5pWNOtHfw,,1
I1M22sTUqf8,,1
LZy_5BgJ_Rk,,1
NaNeDSZllP8,,1
9RhWXPcKBI8,,1
CWvTWxHEOYY,,1
ASE0e5DkFkE,,1
9HRgfVGRHSA,,1
_50pn_iGCjw,,1
OWqV2VY9-xw,,1
IONF0_L9GmE,,1
WIjx691lZYU,,1
4odI2_50Gms,,1
VrjW32LfS6g,,1
BGbdPWEfiqg,,1
LvhZbvMZEiM,,1
GpOABVBFwjo,,1
sBIokOOZX9A,,1
gGKVu1KcCVE,,1
KWMq8_16G7s,,1
AQ6TmdkEvQ8,,1
3VRNZFJTayk,,1
y4_GB3_Loi0,,1
lWKhWbtWNCk,,1
3H9Vz-1OETU,,1
zsI4_WTFoe8,,1
2eEi1LRdNZY,,1
xMEpacFI-Tk,,1
u8nOcUYJ5Do,,1
uEs0H1NG-DM,,1
qpEP9MLtme4,,1
CRTR5ljBjPM,,1
SQuX0O8lMwg,,1
Fr4st2h3sJU,,1
67elhLIFXcw,,1
GYkq9Rgoj8E,,1
7ju6tnep-pU,,1
YbNeOLbFZVg,,1
0CFoje8DF_E,,1
ZdcjEIaior0,,1
hZM2zpRA95E,,1
T9PZQzD3Y1s,,1
K0sIBsp-d6A,,1
Ii9aP_VLaL0,,1
0pPBnrzP_IM,,1
vU8hwfGXLdM,,1
0a_LYdMpbEs,,1
-OliLMO7J0M,,1
PPtYkWdBF5c,,1
oaDv9t3l-IE,,1
x3TM6wEW78U,,1
C6wOKup4ZgA,,1
l_BkjSSce_4,,1
5vQUpJe7Cfk,,1
2F5QQ2LYk4o,,1
sCq3pX-ClPM,,1
iCNQ2P0LwDc,,1
iZhVx0TOdlk,,1
fGgv5WHPcq4,,1
wbb9Vk8oTs0,,1
d0Acb-YzCZE,,1
XXWR3vml6Zw,,1
8Hwb0-eRTJY,,1
zQEJ5-4tC8U,,1
anJx3gjCY1A,,1
rHBOcQye0PU,,1
bUQMgreEaQA,,1
XL3DW5simTc,,1
yhDnKniINGk,,1
O7KwRPE4w3U,,1
E8JC6mkWCMo,,1
TKLg-5mCF0s,,1
49_wiJgTiSI,,1
arOkVOndu04,,1
da6DjttBuGc,,1
4B93MVInRno,,1
19rfwlAXDPE,,1
kFhKVCaadzE,,1
h42QVfrUVFw,,1
EEOjsbQ5wYE,,1
QPyDAkor2SY,,1
qd_tP_rC7JQ,,1
XEPydiXr8JU,,1
BMTfSaw1eJ4,,1
zH9LzC-djos,,1
8cX7uKVRZaI,,1
iFTMNBeeWWw,,1
7StuCgbIE4s,,1
jV4xyMilqn0,,1
4Jf0vaIllg0,,1
I8QcKqpHj8s,,1
bthv4zVgRBU,,1
oXhFft6ryZ0,,1
GqPQJ6YopOE,,1
OxYd4Xg68qo,,1
nNqAfYOBQPY,,1
vTbSnrRk7wA,,1
6RiI516wEeo,,1
gj3S9Pea9f4,,1
Oz1SYGABL7k,,1
-VzYCRpcppE,,1
1joFXOLyPjA,,1
gxWztxR0d7k,,1
Y2ICXLK5UXY,,1
hplk2fh-4iE,,1
YRiUKFQBqU4,,1
_ALgHJn2pGM,,1
soJsT8TVuok,,1
Had8kW-0gDo,,1
Gfo4QkIwop8,,1
MHrYCBPf7mA,,1
ePdLGIsygfE,,1
oOV1g7P3nrM,,1
muz09jxbwqs,,1
W-Satq4kW9E,,1
6P8AvWMl_vI,,1
fT8mhtirAHQ,,1
-ozb2vItB2s,,1
wmfzL_96Wec,,1
3-t3JFsT3lg,,1
DWpK3Gb6k4Y,,1
0gjc3fnMeek,,1
4P26n_SopYA,,1
lRBzLhePOYE,,1
pu1wVwmX79E,,1
pDSXf608kqU,,1
r65L9Qm_S2A,,1
0Hlbl5lOR1Q,,1
JUa2JGrE4v4,,1
oH_-BQMy50c,,1
rj78-Re0ecw,,1
dZc4gLl-0ms,,1
W30_9xRUNG4,,1
mEXBEjVp6aE,,1
cnxPri1OTz8,,1
ZBzRh6lD9J8,,1
K9XMuVwdKmw,,1
ZNzl_Jp9kus,,1
iDpoNSgQcEg,,1
8zGRyGrAKN4,,1
uF458Gs-VSE,,1
z_7N8MFRJkc,,1
aWFNN2ytAek,,1
9r9EA1KVXro,,1
6MNf4fNfVTI,,1
E1VB75kXulY,,1
iP_8TzDGGVU,,1
l5WIG1onKSk,,1
FcPfQFBwzfU,,1
D2_a46SNcYo,,1
e7Js21ismjY,,1
O9Y5NwJYFzI,,1
W_hIVtcx6CA,,1
_AjHpsUsaz0,,1
Oe3YB3Qmltw,,1
8HzIlKe--NU,,1
vs52kin6BFw,,1
K7EAxsD8Eqg,,1
I3VtOLjyVqA,,1
wMc1074pq90,,1
CHYxjpYep_M,,1
Xgw675YRwO4,,1
rFZJxJZEl54,,1
07qbnbx__0g,,1
zfW3vCPJq3M,,1
ZBPtaaP5mgo,,1
Y9-NOnNH38c,,1
SEeSK8pWFSY,,1
PVFc8WyTvVc,,1
DtfvADB6xPE,,1
8f0kGeky9MM,,1
fBLHZwEXKeA,,1
xZ0Qdqa57OE,,1
1zpnFOvY_TE,,1
6OS_KNVoI2k,,1
pPr0yu7q-xg,,1
eYup8chgkwM,,1
lR6cr9VpT0c,,1
y7zMpzCkRhQ,,1
jAgBiFWd-yA,,1
sp8rqYxZMIs,,1
HOHdHkycmps,,1
zqmOSMAtadc,,1
u_GVZl7eMxQ,,1
dXxSBsiOc7s,,1
88vmzn_LufA,,1
Ji4xsbRC60c,,1
Tn7egDQ9lPg,,1
VbeM8Lf7s5A,,1
NjLO0O67L0c,,1
-_1Kyd0l8fU,,1
OkvLHqgqkQI,,1
L9i8was6oNQ,,1
EvI8t6XFitQ,,1
uAnwkTCqQ-4,,1
e3uk7jU3RHo,,1
Hdmi7fTsiGg,,1
CcYVRHZQYbg,,1
Jd6kiCpTfgY,,1
bNAUsngRTsA,,1
Gi9TJ_rO0Eg,,1
2dw4WcowBMo,,1
7haneYlGiSI,,1
sCNAUoQcgHo,,1
-7guWxTOff4,,1
6LARtjivHXA,,1
Ih8W-xGic18,,1
8KipEs5MiFA,,1
SIGQ0ppSnJQ,,1
KcgrrrqPOw4,,1
3aZQXfBpk-Y,,1
lM_qJsAvujg,,1
v5Hfe6xSZRA,,1
ZeJueJ3k9jQ,,1
uNBsmklIIIo,,1
kGvEK-w3jng,,1
QfGLoihtbg0,,1
fwNdHcDaBAM,,1
M-omzfYK9GQ,,1
bmY__HFvPZs,,1
XxOh12Uhg08,,1
QGzww0Oyspo,,1
Tm7X8BHI_jo,,1
ORrePRf-L2g,,1
PsKw9qpKhds,,1
CYolsvKf2po,,1
jbgy_Y5HwvA,,1
bDkhih7agsk,,1
9kthRUrb86I,,1
nbTRl6ZNXpM,,1
na6R038WeiE,,1
typV4qGF5Ug,,1
RfuqA7X-C1Q,,1
lOebGm_jMLY,,1
j0aRhHFxFJ8,,1
6KMbZW1Lxk0,,1
hjrrwnrb8AU,,1
5PK-MGf1nDc,,1
3qCqidgKHyo,,1
feKvdXwhcQw,,1
GLi-UF9U-RI,,1
di-EALDvnPo,,1
TJxAMW2C3zU,,1
aqYkVOJ61_A,,1
MAAQkLSetcE,,1
rxeKQ3R-zQ8,,1
F8Diunjb9xg,,1
rvugUhaAXNw,,1
jVW_Ge0f6yk,,1
MgZjlKiQxCw,,1
8w2dp39NSsM,,1
IIuRc8IiSuE,,1
a2_6dbrP0rg,,1
a_-8tWX9l-M,,1
-iDLqNdk8ic,,1
1O1u0UO99NE,,1
m6Py8zme6yo,,1
7BJGC8X34Vc,,1
nzVfC-sk5Hw,,1
C8tn1zjQdVg,,1
DInppDtkEWA,,1
DhlR3hUVBBU,,1
Fk4BML_kwR8,,1
pmN88UvZfDI,,1
c7e890RFLL8,,1
eSs_KFhEv4M,,1
jNhkTR0i3Fc,,1
ziXHsdN2VZA,,1
refdylTKaBs,,1
UA8aHBvYoQs,,1
dopkmpzVp5U,,1
xWOuSFCQ99Y,,1
4sSzM3tVZ44,,1
gRg_4uRxqJg,,1
KRmjlGAT3JM,,1
m8MfSFt40Cs,,1
ZhTw9zuIlIA,,1
5sADPSo04e0,,1
sG6c1G4ROwM,,1
e6hOLRyOUg8,,1
IMLOo47sUFI,,1
RxBR5hhvyJc,,1
VzH5JCp8b44,,1
0qBOVUo4Ckc,,1
uTa69ch2FpA,,1
u2dIvUAd5QE,,1
xTXV-O63M1Q,,1
0R5Yvf5DQ_w,,1
j5S9ZH2Kavw,,1
pJs71QzZS28,,1
e1d2Bb9sAWA,,1
G3vVbtyXuLc,,1
7wfi9rbrGVI,,1
-deVx28tqAI,,1
iWqzY8xadw0,,1
JJKJC61JiQk,,1
VKVMRxnOuBU,,1
onTEabIPejU,,1
tJMicwBa_oA,,1
l4UlzK7Rh7c,,1
MUmhpyxB7xI,,1
5q6pAltkgB4,,1
Fqe_IWGxZb4,,1
cwCmoA78zj4,,1
-NlcpnlByTg,,1
6WUwt26FYmI,,1
uuqe0TBJqn4,,1
4ZeHY44B8PU,,1
ydWEPXfu0k0,,1
HkFIau29-Yo,,1
MxRUtJQqH0c,,1
K_xLvnnud24,,1
DQbpEihVp28,,1
iDdN5cOFB1g,,1
I4kAKVSH_04,,1
nbmEEFdN8GY,,1
A8oYRIuLPzc,,1
lIKkJp1kapU,,1
1WbW_N9GfGU,,1
ZAHBrdbWzHg,,1
reKFInqiB3k,,1
iVg30U6O764,,1
gA9oG-leGg4,,1
vr27H3Mwe3A,,1
CNsrHFpN_f8,,1
Qeqw3EYxutY,,1
YCUrphpzEqY,,1
gq2C5thEuJs,,1
KB7qzgLgYuc,,1
w8NqBXT6Kos,,1
zkPTAKtegq0,,1
iXePs5XPSa8,,1
I-2Mh3CB6zM,,1
LJaCj7gYjFU,,1
-xROhToHE8c,,1
HDnrHjCL258,,1
y1U5_Ob7Jlo,,1
yTNnMb_1FgE,,1
YHDVuj62Yrk,,1
4JjDsWq-RJQ,,1
tx-K7Nd6YaY,,1
A6AZ1-msoyA,,1
Ms5PkILk6EE,,1
opqtYi_RMfo,,1
keBUTIupNlc,,1
Ri_4dDvcZeM,,1
oLW7TUSpDHE,,1
EGkw-dRUd10,,1
vaMxTSm53UU,,1
YN8xjJ_5i68,,1
q588KtWWQ_U,,1
TyDAT9IR9xU,,1
ZX33nn_rUNE,,1
Y71D6K4NfEs,,1
CMCrrhlIews,,1
XUIDeXxert0,,1
spSdUSgAkKg,,1
Pf0HNX5oMw8,,1
X3p-wXjoovk,,1
HxhLiKrOXEs,,1
ivO1ToAWRW0,,1
L177v3rT0rQ,,1
q3i6tcONrlU,,1
eKkImxymr9s,,1
xnSb0cRK9xI,,1
2KnhiIw34JI,,1
E7rWCMRgP6c,,1
403eGkWv4MA,,1
hfBGgAZF-I0,,1
dvbf_HsYwZQ,,1
GPIuPRqDGG8,,1
F5iiwounbzY,,1
F5nqmNfWFA8,,1
2Q75cpErFFw,,1
LNxdvLbrJkU,,1
AZuUQGXw81M,,1
30eJ0USWQeE,,1
lwo8X_hEGKg,,1
hs8V9tFNZWk,,1
F1dD5PlAFvg,,1
PdYBj5Je6SU,,1
7MDZ2epEfcE,,1
aggUnFwdZts,,1
wDDyT-9y5ow,,1
fdrPCn_HCV8,,1
LvzlA6am8VA,,1
ZG81KiV2ct8,,1
DIPZvEHUhM4,,1
quXEUVLX5II,,1
8_p02o-uOgA,,1
xDivAZfwfWk,,1
gajb04jeCvo,,1
MKg6FSZVoM8,,1
g7_hpNdnTj0,,1
RlsRL6R1Wqo,,1
2Ly7qiq0Zdo,,1
teFho_3y4R4,,1
2JlrceuTO9k,,1
tJUfGL8XNHY,,1
mkBfKUKNPMs,,1
LDC5RXfcb_o,,1
G3BeFrbnEY8,,1
eaHkDYJ1Wko,,1
3WSa7DiaCpY,,1
pU9sHwNKc2c,,1
PaXg5EjCASk,,1
lfOID3FMTUI,,1
jA6sKA88RIo,,1
gCDFtGHwdx8,,1
5gv902ahQ1o,,1
UwUi9XKMQNI,,1
S_xrjbL5o98,,1
jokAXdH2IQ0,,1
gMGEjgYJhEc,,1
PEIrZO069Kg,,1
Zj6aXVq-od8,,1
W1yiSnjYo30,,1
WEaSgB43-pc,,1
jO0dcMWcqLc,,1
1qtCZACN3JI,,1
s2v-1pPI1xU,,1
F_g1dDiJi9E,,1
ujTTRV4hQYk,,1
gpuR4zYdQUs,,1
DQiG-4YdHXA,,1
Q-xf3wadMpk,,1
jgPURvL9D_k,,1
wK0dJ_jj1IM,,1
RODwPAdtrw8,,1
38VG3oaY4OQ,,1
GLxjXP-XCJA,,1
_yPLwJr3xa4,,1
lfk_m6Wqu0w,,1
q5qAVmXSecQ,,1
hUxa1Q6vtTc,,1
CkpCEHpimjA,,1
MifpqGONyEY,,1
TbZUR7SoR60,,1
OCcOCK-1jlU,,1
_LSVNW_bPqs,,1
CNwTmfEysxE,,1
evFF2V05ntE,,1
v0Fxz0VclBA,,1
2IrG68YTMjo,,1
oWMW2umf41A,,1
31gQdbhfBUU,,1
n8bqjpq0MIw,,1
UaBXTjd-bTI,,1
EqE8L1gj15I,,1
ZpfBHKC4-Uo,,1
7F40vJkr_Ps,,1
mv4yEi3b--I,,1
x5I-nJyKp0A,,1
2AXv49dDQJw,,1
MoTSSTfPXEA,,1
91F93wdTGMY,,1
7T8M7CwEk58,,1
x1eitXq5DVk,,1
Hg9e9WK8l9o,,1
0_xU-d5rF3o,,1
zbFhIlxGElc,,1
BS1BOEmRgo4,,1
zfbxBVkK8AE,,1
0cyhCTzJNuA,,1
u1dxOI_kYG8,,1
o-cybDyV-xE,,1
MeFm58PTUkg,,1
0kQ8i2FpRDk,,1
XFuLlF40BJE,,1
RTosyCJQrmA,,1
2Ge94y2XTRQ,,1
4Eu8wrEejUI,,1
gsPyTtNcam0,,1
WJhvrJC05H0,,1
gzwjoOo5tS8,,1
GLtnOXABH28,,1
LfLo2MJh5Q4,,1
cvXt2YPeTEs,,1
i2vaF57gM2w,,1
L7a5a5O8p6M,,1
Roib_CUqqZ8,,1
t3upw1ZQoqE,,1
QJcgxzIo7fo,,1
sCjwEdAd1ao,,1
liPJJodRZfQ,,1
Ng5sHevRX3w,,1
W6_2KLwNP1Y,,1
J3i8ndm519g,,1
melCHefaLjQ,,1
U5qWxTKYBQ8,,1
1sGE6i00Aco,,1
Rpqi1pUHAr4,,1
hDdhSBADRSQ,,1
pjFQF1r72ks,,1
WrdsotPDrRg,,1
5LjMpUzXPvk,,1
05RGUtSk3P0,,1
pbColB61TUY,,1
xTYnwKxlLIQ,,1
HXnWAdvO6PY,,1
AnqUoAEg6f4,,1
6RyjoXVDqUs,,1
JRkIuUDAirE,,1
UN2fenyozbs,,1
g7COcNyOHb0,,1
BOmHWiBRGlc,,1
4q9cN2aneAs,,1
aVNTGDMU8Wc,,1
lgJeSpQU36Y,,1
MNBcL9ksRes,,1
8iseelbD8VI,,1
8o7a6l-d6ow,,1
6ay9Q41b2uc,,1
dJoKyuaLUV8,,1
m-kLCAFFb_c,,1
lICWvezVpGo,,1
C0mwY-G59TU,,1
kYH9lhC1tVc,,1
rpED0sAOCRc,,1
kyruJirHarM,,1
bxNBO5SjFBM,,1
muP8eZasOFs,,1
zrVfY9SuO64,,1
dO4dakjcDSc,,1
t3EPCgJXWbQ,,1
xnVg6ovu-lc,,1
ZrsT-9iHlEQ,,1
kBjBxFyEJZs,,1
zpzrkMJwj-U,,1
9fvEOQPqXao,,1
zb5lvlDKPrg,,1
FjWwQEDq0KU,,1
ppq0ETQkdvU,,1
PZ42r4xrF14,,1
F-gTzEREQO4,,1
zY29LjWYHIo,,1
iZGkxUTbDqw,,1
_cnSMgkae34,,1
zqlKtXf8eo0,,1
Lkyak9owXXw,,1
DE3aLG5F_vo,,1
zXSueo6aquU,,1
jRGY5vN-24I,,1
2EEoY0N8d5I,,1
-ywXXgvedmY,,1
qeL2Cr56QCU,,1
cvMAd1u_PPs,,1
jS2nNgzqLK4,,1
rvoxEbHZDW8,,1
VdN4F7oFJ60,,1
vjhdLwEq_wU,,1
FphdgmMVy5A,,1
Nm1DndVxHdo,,1
B7W_wOpbLO8,,1
OL2qenjgWBc,,1
Foiq1or_BTY,,1
m_onPHwLCwg,,1
xIC-LowJ3RY,,1
LCN3SItCQRM,,1
XhDYsYhk-FM,,1
ZBySww7olP8,,1
oTTXtfl4sC8,,1
u2poe6pHPyI,,1
5xtSPPMpJsM,,1
yhbI0L89ZlM,,1
GfhTgX4F288,,1
CTlgLgXMkwk,,1
WKFp4x9MxuU,,1
vkwZ_7SbKHI,,1
EK2TqxN4Mx0,,1
kFe8uoWRw9c,,1
AJ2keSJzYyY,,1
SV2VoTxOudU,,1
7gB6EKiXs54,,1
UNVilp4lYJM,,1
AXKnZtdkm54,,1
ajbooXnvsE8,,1
ooZ9wPF47a4,,1
oXMOr-PjDR8,,1
gRBuLmm6YTE,,1
XuHYYdj3mn8,,1
abwbgvTG-wY,,1
HQjIuNLRARk,,1
Uru3DlmOv_M,,1
pLIjHf8IlgY,,1
LR95doinEfs,,1
6OKTkm7wCuI,,1
B7R_YgoKBF4,,1
RToUZJ0l7Pk,,1
jhOC941yY-U,,1
RFsp_cX0Xo4,,1
yO7rKrPYG1U,,1
Rz5sdNF3fao,,1
SzWnnIkr5T8,,1
7LVn8Wjl2mo,,1
HR2C_7G_yRQ,,1
5zdmlYW9e3M,,1
2AV1-LNf8cM,,1
azqjqW0efP0,,1
nLnB99VJ0HE,,1
zO5qedtdfjQ,,1
xF_fAjFde1s,,1
sUT2ILxenN0,,1
H7dHiGIi91w,,1
KHwHpiAMog4,,1
hUE7SQ_4whQ,,1
GcLkvGCPYT8,,1
q1E5VqCzgss,,1
mJcjefKUOcc,,1
xp5A4BDwYnI,,1
ZdawVdgyG7k,,1
-148vb8rzJ0,,1
baoqWLTaLHA,,1
55r64gG1WB8,,1
60XuwkOXrjc,,1
6h1P_hzm04E,,1
3rSWXxDLC7g,,1
_sk7c3ujMbY,,1
B1gSAbO-hYM,,1
Zsh6lPqvAcw,,1
ZAQwg4BtbYo,,1
Vw0xrE3ZQ74,,1
lkbowia7isM,,1
trRc1_CATfo,,1
90CYYfl9ntM,,1
etgpJC7lwZI,,1
CeFQUi69SdQ,,1
kO27PXcnkNc,,1
pI-rEZQP0sQ,,1
20gwfCjf5_A,,1
ku6z-vugjpY,,1
pRisDso99s0,,1
4SUPFT1IU7U,,1
-13sBF2kxkg,,1
FL2PQPjnqmg,,1
KWyjvpuK-_w,,1
ezU5oIGDayw,,1
-tT8ZoEEBmI,,1
U9y-q7udah8,,1
mQI8OWeTpRo,,1
WGR4-WA1-Oc,,1
LnI_QIXU058,,1
1yt2iiePyMQ,,1
KhleTB9XbvY,,1
9rb5rSJvyPk,,1
uIWo24zg7N8,,1
InjttuXsUCk,,1
0-cCPt9Eaxw,,1
k6YIE6u24iw,,1
8X-9QJxnjqc,,1
YyMVqFREKjU,,1
s0d-AFtXtkM,,1
fl-wz50yAHo,,1
SZybGJbV1vI,,1
W3Fc_bCae14,,1
2r8RYQ3UnqA,,1
umtSl4fJ10s,,1
qDV-1o6Qn1U,,1
B6McOGL1l2k,,1
uOeu11JAOW4,,1
GM7JHg8dQsY,,1
M9eaDCoIMDc,,1
2e2hqK8-YA8,,1
oDRsGppGY6Q,,1
BFZEUPMVAMQ,,1
hqdD5d3iRoU,,1
EudJOv6o158,,1
n_dCEd5QRZg,,1
z_WRaTsGbVE,,1
ghWhFRk16S8,,1
Uv2NZeRLCfU,,1
rOqpzVnzxpY,,1
MPvxhStdf6Q,,1
DOwANyqWWw8,,1
bOV4Dz2_u9Y,,1
q6Pphl_Dq3g,,1
-0EJV1g3XNQ,,1
OC8J8SCjNL8,,1
bM4DbOUv4WY,,1
R6mMITKpBcY,,1
_ve6BqXzbjw,,1
9ll2_BDZpI4,,1
8coxJ0nRD3g,,1
42SDc2Fhkm8,,1
9e-m5dPDFmM,,1
8HvwNOSnveE,,1
2YSmopeFou0,,1
K5agO5Guki0,,1
fgbGBZfOTy0,,1
1dBbfzYaCho,,1
A6_LW1PkmnY,,1
ji5kZ3VdFDY,,1
zofjjwqW89E,,1
FkuW7uKG6l8,,1
dWeHWyQ6xNM,,1
aXoUDV85CBs,,1
j2TQby_CtpM,,1
GjE1z6ibsSk,,1
0UWwWTfAxCA,,1
Dx8ynyGbv4U,,1
FkiQ67FtycI,,1
71oWwcC8QVo,,1
ftLxgbkK1n4,,1
8kifQlXOyv0,,1
TZDoxqy03Ug,,1
41VdQKePWLU,,1
WrBGZ-L_u7Y,,1
Zhm8q9_fd1c,,1
B80EJecHs4k,,1
UzAeyHoYHl8,,1
1uGp2OmvFE0,,1
Oa3Iq-EoKEY,,1
a6PhhCFX9yw,,1
ONIwQbPhf00,,1
Q6pu9Ixqqxo,,1
aB5qtLuMUag,,1
vJuXpt7mBZ0,,1
7l9_VV3EJ6o,,1
O6zkGU3-OVI,,1
pj8iBTyYGSg,,1
OhAV3q_Phr4,,1
yXz8JxYhjvg,,1
mf5g-Wv8Spw,,1
3dle74ncdWg,,1
sSgeqg_fGW0,,1
a3ES6TLyFgw,,1
JnUoUioZeJ4,,1
bPKOs7drFQM,,1
VeHpYR0YFDY,,1
iWWWyG5ZwG8,,1
eHvQoaXZhQA,,1
ah1DLLR1KDA,,1
oyyV59dCyrA,,1
7b9DWZ1OxwI,,1
fWJwkLP3rAU,,1
-mjk4QUkwSU,,1
qzecZ396kUw,,1
pgJfT7H9y40,,1
E7ev0NpM0RA,,1
f1EOokhHjHs,,1
IZnsslYxJrI,,1
bXkaaByWKP0,,1
381ixUjhqy8,,1
4SMBmox6ldY,,1
9H-nhZR746w,,1
bkEDINRt6PU,,1
6zgeFgrrUP0,,1
dqBIjNWINNU,,1
6OMcihZv_NI,,1
ud_pM6A94kc,,1
QGcYUtNIrRw,,1
QkQjaZlpF6g,,1
qjb-pJIfQXI,,1
_VfAU5I1oGw,,1
UrnLPN7wzmo,,1
5RPlLDZTblk,,1
w6TyssbxXgI,,1
Ut2UrcBARcA,,1
uxF3sHcSppE,,1
UwIkd7YHTTw,,1
WnsrzJjCd88,,1
GkrmISiLhrw,,1
REhO0fl-4Fs,,1
bniYpRZhx_A,,1
uTW3Hz1dXv0,,1
N95I5Ljb8IQ,,1
leuQrEpTfx4,,1
Mq8tcIkjNgE,,1
ubL_hVPm6Oc,,1
eoPo4pyjHB4,,1
hPocTdEdqR8,,1
fGbipam8v8c,,1
QwY5bqx1nA4,,1
BpXixgi6JUk,,1
MknFxpkuiFc,,1
ths-1vhM9K8,,1
dI_apDEBYZ0,,1
ngvOyccUzzY,,1
-nhhfYkluT0,,1
PqZHqY_8ixo,,1
13aV9VveM4I,,1
V8Lxy0x4lb4,,1
xrNsBDRpNho,,1
f8MDnK79Iz4,,1
HH06Tt-A1Uc,,1
Cu8C_AEmASw,,1
rPMsXUWUc_0,,1
Iz_MPlRCbCQ,,1
sKcJrBRVZn4,,1
WvuSmiXa5S0,,1
l2MFwLn-SmA,,1
